id,status,age,activities num,language num,scholarship,secondary_education num,tertiary_education num,honour,major_of_tertiary_education,qualification_of_tertiary_education,study_mode_of_tertiary_education,university_of_tertiary_education,study time,working_exp num,working_exp total duration_months,
15598,invited,21,3,3,0,1,1,Second Upper,Accounting,Bachelor,Full Time,Durham University,34,5,12,
15600,invited,22,2,4,0,3,1,Second Upper,Management,Bachelor,Full Time,Durham University,32,3,7,
15605,invited,22,1,3,0,1,1,Second Upper,Business Administration,Bachelor,Full Time,University of Birmingham,33,1,1,
15616,invited,24,4,4,0,1,2,Second Lower,Political Science,Bachelor,Full Time,University of British Columbia,75,7,51,
15619,rejected,22,0,3,0,1,1,Second Lower,Human Resources Management,Bachelor,Full Time,Others,37,0,0,
15621,invited,20,4,3,0,1,1,First,Civil Engineering,Bachelor,Full Time,University of Bath,33,5,22,
15630,rejected,26,1,2,1,1,1,Pass,English,Bachelor,Full Time,Others,46,3,8,
15636,invited,22,1,2,0,0,1,Second Upper,Finance,Bachelor,Full Time,RMIT University,36,2,10,
15645,invited,22,1,4,1,1,1,Second Upper,Political Science,Bachelor,Full Time,Others,44,4,51,
15650,rejected,22,0,3,0,0,1,Second Lower,Management,Bachelor,Full Time,The University of Manchester,34,0,0,
15651,invited,22,0,3,0,1,1,Second Lower,Political Science,Bachelor,Full Time,The University of Manchester,37,0,0,
15652,invited,22,0,3,0,0,1,Second Upper,Economics,Bachelor,Full Time,The University of Manchester,37,1,0,
15661,rejected,26,0,2,0,0,1,First,Others,Master,Full Time,City University of Hong Kong,8,1,3,
15675,rejected,22,1,3,0,0,1,Second Upper,Others,Bachelor,Full Time,University of Leicester,34,1,2,
15679,rejected,22,0,3,0,0,1,Second Upper,Business Operations Management,Bachelor,Full Time,University of Liverpool,37,1,3,
15680,invited,21,2,3,0,1,1,Second Upper,Others,Bachelor,Full Time,Cornell University,37,4,26,
15690,rejected,23,0,3,0,1,1,Second Lower,Business Administration,Bachelor,Full Time,Others,53,2,7,
15693,rejected,25,2,3,2,0,2,Second Upper,Business Administration,Master,Full Time,The Chinese University of Hong Kong,10,3,14,
15695,rejected,23,0,3,0,1,2,Second Upper,Others,Master,Full Time,University of Surrey,12,4,10,
15697,invited,23,1,3,0,1,1,Second Upper,Economics,Bachelor,Full Time,City University of Hong Kong,51,1,22,
15711,rejected,28,0,3,0,1,1,First,International Business,Bachelor,Full Time,University of California  San Diego (UCSD),21,3,109,
15717,rejected,23,5,3,0,1,2,First,Management,Master,Full Time,Others,12,3,15,
15734,invited,22,4,5,0,2,1,First,Business Administration,Bachelor,Full Time,Others,34,3,9,
15735,rejected,23,1,3,0,1,1,Second Upper,Psychology,Bachelor,Full Time,Others,47,1,6,
15738,rejected,23,2,3,0,0,1,Second Lower,Marketing,Bachelor,Full Time,The Hong Kong University of Science and Technology,45,3,18,
15740,invited,23,1,3,0,1,2,Second Upper,Others,Master,Full Time,London School of Economics and Political Science (LSE),15,11,23,
15744,invited,23,2,4,0,1,2,First,Economics,Bachelor,Full Time,University of Reading,33,5,37,
15747,invited,23,2,3,0,1,1,Second Upper,Finance,Bachelor,Full Time,Indiana University Bloomington,45,2,6,
15749,invited,23,4,4,0,1,1,Second Upper,Laws,Bachelor,Full Time,The University of Nottingham,34,6,44,
15753,invited,22,0,3,0,0,1,Second Upper,Business Administration,Bachelor,Full Time,University of Washington,45,1,1,
15757,invited,23,2,3,0,1,1,First,Accounting,Bachelor,Full Time,The University of Sheffield,34,4,23,
15761,rejected,26,0,3,0,0,1,Second Lower,Others,Bachelor,Full Time,The Hong Kong Polytechnic University,33,4,29,
15762,invited,21,1,3,1,1,1,Second Upper,Others,Bachelor,Full Time,The University of Warwick,34,1,2,
15773,invited,22,3,3,1,1,1,First,Accounting,Bachelor,Full Time,The University of Sheffield,34,3,8,
15791,rejected,23,0,2,1,1,2,Second Lower,Economics,Master,Full Time,University of Glasgow,16,1,3,
15802,rejected,23,3,3,1,1,1,First,Business Administration,Bachelor,Full Time,Others,45,3,13,
15811,invited,20,3,2,1,1,1,Second Upper,Political Science,Bachelor,Full Time,Durham University,33,4,29,
15816,rejected,26,2,2,0,1,1,Second Upper,Accounting,Bachelor,Full Time,Nanyang Technological University  Singapore (NTU),33,3,31,
15828,invited,22,8,2,0,1,1,Second Upper,Political Science,Bachelor,Full Time,The University of Edinburgh,45,5,12,
15829,pending,23,6,2,0,1,1,Second Upper,Economics,Bachelor,Full Time,The University of Queensland,37,2,14,
15836,rejected,24,0,3,0,1,2,Third,Laws,Bachelor,Full Time,Queensland University of Technology (QUT),77,1,11,
15837,pending,26,1,5,0,0,2,Pass,Accounting,Bachelor,Full Time,The University of New South Wales (UNSW Australia),30,6,38,
15844,rejected,23,3,2,1,1,1,First,Accounting,Bachelor,Full Time,Others,42,1,3,
15855,invited,22,1,3,0,1,1,Second Upper,Accounting,Bachelor,Full Time,University of Wisconsin-Madison,44,3,7,
15859,rejected,22,0,2,0,1,1,First,Mechanical Engineering,Bachelor,Full Time,Others,48,1,2,
15861,rejected,29,0,3,0,1,1,Second Upper,Others,Bachelor,Full Time,Others,1,1,19,
15866,invited,21,2,3,0,2,1,Second Upper,Mathematics,Bachelor,Full Time,London School of Economics and Political Science (LSE),33,6,10,
15868,invited,22,1,3,1,0,1,First,Business Administration,Bachelor,Full Time,The University of Hong Kong,45,3,10,
15877,invited,22,3,2,2,1,2,First,Accounting,Diploma,Full Time,University of British Columbia,10,2,17,
15878,rejected,22,0,2,0,1,2,Pass,Management,Bachelor,Full Time,Monash University,23,2,6,
15883,rejected,33,1,2,0,1,1,Second Upper,Information Management,Bachelor,Full Time,Others,48,1,6,
15889,pending,25,0,2,0,1,1,First,Mechanical Engineering,Master,Full Time,RMIT University,21,1,3,
15892,rejected,24,1,4,1,0,2,Second Lower,Mechanical Engineering,Master,Full Time,Others,21,1,5,
15894,rejected,26,0,3,0,0,1,Second Upper,Others,Bachelor,Full Time,Waseda University,47,1,41,
15895,invited,23,2,3,1,1,1,First,Business Analysis,Bachelor,Full Time,National University of Singapore (NUS),46,2,10,
15897,rejected,31,1,2,1,1,1,Second Upper,Management,Master,Full Time,Others,21,3,105,
15903,rejected,24,3,3,0,1,1,First,Others,Bachelor,Full Time,Others,46,2,5,
15905,rejected,28,0,2,0,1,2,First,Finance,Master,Full Time,Monash University,25,4,17,
15906,invited,23,3,3,2,1,1,Second Upper,Psychology,Bachelor,Full Time,UCL (University College London),45,6,8,
15908,invited,22,3,4,0,1,2,Second Upper,Others,Bachelor,Full Time,The Hong Kong University of Science and Technology,48,4,13,
15909,invited,24,3,2,0,1,1,First,Others,Bachelor,Full Time,Others,25,1,7,
15913,rejected,25,3,2,0,1,1,Second Lower,Economics,Bachelor,Full Time,National University of Singapore (NUS),45,4,15,
15919,rejected,27,2,3,0,1,2,Second Upper,Business Administration,Master,Full Time,Others,25,3,13,
15920,rejected,23,2,3,1,1,1,Second Upper,Business Administration,Bachelor,Full Time,Nanyang Technological University  Singapore (NTU),35,4,26,
15921,rejected,27,1,3,0,0,1,First,Business Administration,Master,Full Time,Others,13,4,39,
15933,rejected,27,1,2,1,1,2,First,Mechanical Engineering,Bachelor,Full Time,Others,57,2,34,
15936,rejected,27,2,2,1,1,2,First,Finance,Master,Full Time,Others,22,4,55,
15938,rejected,23,2,4,4,1,1,First,Finance,Bachelor,Full Time,Others,37,2,10,
15940,rejected,26,1,4,0,1,1,Second Upper,Management,Master,Full Time,University of Liverpool,16,1,5,
15942,rejected,26,0,2,1,1,2,Second Upper,Civil Engineering,Bachelor,Full Time,Others,67,0,0,
15943,rejected,24,1,3,0,0,1,First,Business Administration,Bachelor,Full Time,Others,44,2,5,
15947,invited,23,3,3,0,1,1,Second Upper,Others,Bachelor,Full Time,University of California  Santa Barbara (UCSB),21,5,15,
15948,rejected,27,0,2,0,1,1,Second Upper,Economics,Bachelor,Full Time,Others,53,1,16,
15951,invited,22,1,2,1,1,1,Second Lower,Management,Bachelor,Full Time,London School of Economics and Political Science (LSE),34,1,6,
15957,rejected,22,1,3,0,1,1,Second Upper,Business Administration,Bachelor,Full Time,Others,45,1,3,
15959,rejected,26,0,2,0,0,1,Second Upper,Others,Bachelor,Full Time,The University of Western Australia,52,1,35,
15961,rejected,29,0,4,0,1,2,Second Upper,Economics,Master,Full Time,Johns Hopkins University,23,6,87,
15964,rejected,22,2,2,0,2,1,Second Upper,Finance,Bachelor,Full Time,London School of Economics and Political Science (LSE),35,3,39,
15967,rejected,24,1,3,0,1,2,Second Upper,International Business,Bachelor,Full Time,University of Birmingham,30,1,3,
15969,rejected,23,0,3,0,1,1,Second Lower,Others,Bachelor,Full Time,London School of Economics and Political Science (LSE),34,5,4,
15971,invited,22,2,4,4,1,1,First,Economics,Bachelor,Full Time,The Hong Kong University of Science and Technology,53,6,16,
15973,invited,23,0,4,3,1,1,Second Upper,Others,Bachelor,Full Time,City University of Hong Kong,45,4,26,
15980,pending,23,1,2,0,1,2,Second Lower,Finance,Bachelor,Full Time,Macquarie University,27,2,13,
15990,pending,25,1,2,2,0,2,Second Upper,Business Administration,Bachelor,Full Time,Others,25,4,20,
15999,invited,22,2,3,0,1,1,Second Upper,Others,Bachelor,Full Time,University of St Andrews,45,3,5,
16001,rejected,25,1,2,0,1,1,Second Upper,Economics,Bachelor,Full Time,Others,52,1,6,
16010,invited,23,0,3,0,0,2,Second Lower,Economics,Bachelor,Full Time,The University of Sydney,24,0,0,
16015,rejected,47,0,2,0,1,1,First,Business Administration,Bachelor,Full Time,Others,35,1,26,
16018,rejected,22,3,3,0,2,1,Second Lower,Political Science,Bachelor,Full Time,The University of Manchester,33,5,2,
16041,invited,23,3,4,0,1,1,Second Lower,Accounting,Bachelor,Full Time,Monash University,41,4,36,
16046,invited,21,3,2,0,1,1,First,Others,Bachelor,Full Time,Others,25,0,0,
16049,rejected,28,0,2,0,0,1,Third,Economics,Bachelor,Full Time,Queensland University of Technology (QUT),37,1,0,
16055,rejected,31,1,3,0,1,1,Second Upper,Electrical Engineering,Diploma,Full Time,Others,25,1,14,
16056,rejected,26,2,3,0,1,3,Second Upper,Others,Master,Full Time,Others,17,4,27,
16063,invited,21,3,3,2,1,1,Second Upper,Business Administration,Bachelor,Full Time,The Hong Kong University of Science and Technology,45,3,8,
16064,rejected,31,1,2,0,1,2,Pass,Business Information Systems,Master,Full Time,Others,28,1,3,
16071,invited,21,4,3,1,1,1,First,Economics,Bachelor,Full Time,The University of Warwick,32,4,4,
16079,invited,25,2,2,2,1,2,First,Others,Master,Full Time,Lancaster University,10,4,17,
16087,invited,23,1,2,0,1,2,Second Upper,Others,Bachelor,Full Time,Newcastle University,21,4,16,
16091,rejected,22,4,3,1,1,1,Third,Others,Bachelor,Full Time,University of California  Los Angeles (UCLA),23,2,23,
16095,rejected,25,3,3,0,1,1,First,Business Administration,Bachelor,Full Time,Singapore Management University,44,1,3,
16105,rejected,23,0,2,0,1,1,Pass,Mechanical Engineering,Bachelor,Full Time,Others,50,2,15,
16106,rejected,24,0,2,1,1,2,First,Management,Bachelor,Full Time,The University of Manchester,34,4,41,
16111,invited,24,0,2,1,1,3,Second Upper,Statistics,Master,Full Time,UCL (University College London),1,2,3,
16114,rejected,25,2,2,0,1,1,Second Lower,Economics,Bachelor,Full Time,National University of Singapore (NUS),48,2,8,
16117,rejected,23,0,3,0,0,1,Second Upper,Others,Bachelor,Full Time,Newcastle University,22,4,14,
16118,invited,22,0,3,0,1,1,Second Upper,International Business,Bachelor,Full Time,City University of Hong Kong,54,3,15,
16127,invited,23,1,2,0,1,1,Second Upper,Others,Bachelor,Full Time,Others,38,1,1,
16130,invited,25,1,2,0,1,1,Second Upper,Others,Bachelor,Full Time,Nanyang Technological University  Singapore (NTU),46,2,14,
16131,rejected,25,0,3,1,1,2,Pass,Others,Master,Full Time,University of California  Los Angeles (UCLA),12,2,35,
16137,invited,22,0,2,0,1,1,Second Lower,Accounting,Bachelor,Full Time,The University of Melbourne,26,1,3,
16143,invited,24,1,2,1,1,4,First,Economics,Bachelor,Full Time,The University of Adelaide,47,4,32,
16163,rejected,24,1,3,2,1,2,Second Upper,Others,Master,Full Time,Others,34,2,22,
16164,rejected,22,2,3,1,1,1,Second Upper,Public Policy and Politics,Bachelor,Full Time,The Chinese University of Hong Kong,47,3,6,
16167,rejected,23,1,3,1,1,1,Second Upper,Marketing,Bachelor,Full Time,Others,46,1,14,
16170,rejected,26,1,3,1,1,3,Second Upper,Management,Master,Full Time,Others,20,1,6,
16177,invited,24,0,4,2,1,1,Second Upper,Others,Bachelor,Full Time,The Hong Kong University of Science and Technology,44,2,17,
16182,invited,24,2,2,0,1,1,Second Upper,Finance,Bachelor,Full Time,Monash University,37,3,13,
16183,rejected,23,2,3,0,1,1,Second Lower,Political Science,Bachelor,Full Time,Others,48,3,18,
16186,pending,23,2,2,1,1,2,First,Economics,Bachelor,Full Time,Others,57,3,16,
16188,rejected,27,2,3,1,1,2,First,English,Master,Full Time,Others,34,2,8,
16189,rejected,27,1,3,1,1,2,Second Upper,Finance,Master,Full Time,Peking University,32,2,14,
16191,invited,23,1,3,0,1,1,Second Lower,Economics,Bachelor,Full Time,The University of Hong Kong,58,3,12,
16203,invited,22,2,3,0,1,1,Second Lower,Electrical Engineering,Bachelor,Full Time,The Hong Kong University of Science and Technology,46,2,6,
16210,invited,21,2,3,0,1,1,Second Upper,Finance,Bachelor,Full Time,Cardiff University,33,3,10,
16212,rejected,25,0,2,0,1,1,Second Lower,Accounting,Bachelor,Full Time,Others,50,1,17,
16215,rejected,24,1,3,1,1,1,Second Lower,English,Bachelor,Full Time,The University of Hong Kong,64,3,26,
16218,rejected,31,1,2,1,1,1,First,Business Administration,Master,Full Time,The Chinese University of Hong Kong,12,1,25,
16228,invited,22,3,3,0,1,1,First,Business Administration,Bachelor,Full Time,The University of Western Australia,36,4,16,
16238,rejected,26,5,5,0,1,3,Second Lower,Others,Bachelor,Full Time,The University of Warwick,33,3,28,
16240,rejected,23,0,3,0,1,2,Pass,Others,Bachelor,Full Time,Griffith University,15,4,37,
16242,rejected,26,1,2,1,0,2,Second Upper,Business Administration,Master,Full Time,Others,16,5,86,
16247,rejected,26,0,2,0,1,1,Third,Accounting,Bachelor,Full Time,Others,57,2,49,
16251,invited,24,1,3,0,2,1,First,Economics,Bachelor,Full Time,The University of Queensland,25,2,5,
16259,rejected,24,0,2,0,0,2,First,Others,Master,Full Time,Others,21,2,18,
16260,rejected,25,1,2,0,1,1,Second Lower,Political Science,Bachelor,Full Time,Singapore Management University,44,3,17,
16268,rejected,24,0,2,0,0,1,Pass,Political Science,Bachelor,Full Time,University of the Philippines,58,0,0,
16271,rejected,26,0,2,0,1,1,Second Lower,Laws,Bachelor,Full Time,Singapore Management University,47,7,14,
16272,rejected,26,1,2,0,1,1,Second Upper,Accounting,Bachelor,Full Time,Singapore Management University,45,1,1,
16273,rejected,20,1,2,0,1,3,Second Upper,Accounting,Bachelor,Full Time,Others,16,0,0,
16276,invited,24,0,3,0,0,1,Second Upper,Business Administration,Master,Full Time,The University of Newcastle  Australia (UoN),20,0,0,
16280,pending,21,2,2,0,1,1,Second Upper,Economics,Bachelor,Full Time,Others,34,2,15,
16288,rejected,33,0,2,0,1,1,Second Lower,Physics,Bachelor,Full Time,Others,48,1,3,
16290,invited,24,2,4,2,1,1,Second Upper,Others,Bachelor,Full Time,National University of Singapore (NUS),45,2,11,
16294,invited,23,1,2,0,2,1,Second Upper,Others,Bachelor,Full Time,National University of Singapore (NUS),47,5,16,
16305,rejected,24,3,2,0,0,1,Second Lower,Business Administration,Bachelor,Full Time,Others,45,4,79,
16306,rejected,24,3,2,1,2,1,Second Upper,Accounting,Bachelor,Full Time,Singapore Management University,45,3,25,
16307,rejected,25,3,2,0,1,2,First,Economics,Master,Full Time,National University of Singapore (NUS),18,3,17,
16308,invited,22,3,2,1,1,1,First,Accounting,Bachelor,Full Time,Nanyang Technological University  Singapore (NTU),46,4,14,
16309,rejected,27,0,3,0,1,1,Second Lower,Finance,Bachelor,Full Time,The University of Sydney,32,2,8,
16310,invited,25,0,4,0,1,1,Second Upper,Physics,Bachelor,Full Time,Imperial College London,37,1,0,
16313,rejected,26,0,2,0,0,1,First,Marketing,Master,Full Time,Queensland University of Technology (QUT),29,3,38,
16315,invited,21,2,3,0,1,1,Second Upper,Business Information Systems,Bachelor,Full Time,The Hong Kong University of Science and Technology,45,4,10,
16316,rejected,27,1,4,0,1,1,Second Lower,Accounting,Bachelor,Distance Learning,Others,35,3,60,
16323,rejected,26,0,2,1,0,1,Second Upper,Laws,Bachelor,Full Time,Singapore Management University,45,0,0,
16324,invited,25,0,2,1,1,1,Second Upper,Laws,Bachelor,Full Time,National University of Singapore (NUS),48,4,22,
16325,rejected,29,1,2,1,1,4,Second Upper,Business Information Systems,Master,Part Time,Singapore Management University,25,1,38,
16326,invited,22,2,3,2,1,1,First,Management,Bachelor,Distance Learning,The University of Manchester,25,4,38,
16327,rejected,25,1,2,1,1,2,Second Lower,Business Operations Management,Master,Full Time,Others,23,2,21,
16329,rejected,22,1,3,0,1,1,Second Lower,Others,Bachelor,Full Time,Others,29,1,1,
16331,rejected,25,0,2,0,1,1,Second Upper,Economics,Bachelor,Full Time,London School of Economics and Political Science (LSE),37,2,7,
16335,rejected,26,2,2,1,2,2,First,Finance,Master,Full Time,University of Birmingham,16,2,10,
16336,rejected,22,3,3,0,1,1,First,Finance,Bachelor,Full Time,Georgetown University,45,4,11,
16339,invited,22,3,2,2,1,1,Second Upper,Economics,Bachelor,Full Time,The Hong Kong University of Science and Technology,48,2,4,
16340,pending,26,0,2,0,0,2,Second Upper,Physics,Bachelor,Full Time,Others,45,2,9,
16341,rejected,23,1,4,0,1,1,Second Lower,Economics,Bachelor,Full Time,University of Birmingham,34,4,18,
16343,rejected,26,0,2,0,1,3,Second Upper,Others,Bachelor,Full Time,SOAS  University of London,34,7,66,
16344,rejected,22,2,3,0,1,1,Second Lower,Finance,Bachelor,Full Time,The University of New South Wales (UNSW Australia),34,4,15,
16348,rejected,25,2,2,0,1,2,Pass,Others,Master,Full Time,The University of New South Wales (UNSW Australia),17,5,22,
16350,rejected,27,3,3,3,0,3,First,Others,PhD,Full Time,The Hong Kong Polytechnic University,37,3,9,
16353,rejected,21,0,3,0,0,1,Second Upper,Accounting,Bachelor,Full Time,Others,117,3,26,
16355,rejected,25,1,4,0,1,2,Pass,Business Administration,Bachelor,Full Time,National University of Singapore (NUS),33,1,19,
16361,rejected,28,0,3,0,0,2,First,International Business,Master,Full Time,Others,45,2,48,
16363,invited,22,3,3,1,1,3,Second Upper,Business Administration,Bachelor,Full Time,University of Southern California,46,3,6,
16366,rejected,22,1,3,0,1,1,Third,Mathematics,Bachelor,Full Time,The University of Sheffield,34,1,4,
16374,rejected,23,1,4,0,1,1,Second Lower,Management,Bachelor,Full Time,The Hong Kong Polytechnic University,60,3,6,
16376,invited,24,4,4,2,1,2,First,Business Administration,Master,Full Time,The University of Nottingham,12,4,18,
16377,rejected,24,2,2,0,1,1,Second Lower,Business Administration,Bachelor,Full Time,The Hong Kong University of Science and Technology,33,1,19,
16388,rejected,28,1,2,1,1,1,Pass,Public Relations,Bachelor,Full Time,Others,28,2,32,
16390,rejected,22,2,4,3,1,1,First,Business Administration,Bachelor,Full Time,The Chinese University of Hong Kong,56,3,15,
16394,invited,24,3,4,2,2,1,Second Upper,Industrial Engineering,Bachelor,Full Time,National University of Singapore (NUS),47,3,14,
16395,rejected,29,2,2,0,0,3,Second Upper,Philosophy,Master,Full Time,University of Cambridge,10,1,62,
16399,rejected,27,3,3,0,1,1,Pass,Mathematics,Bachelor,Full Time,University of California  Los Angeles (UCLA),34,2,20,
16400,rejected,28,1,4,1,1,2,First,Computer Science,Master,Full Time,Others,21,3,32,
16402,rejected,24,0,3,0,0,1,Second Lower,Others,Bachelor,Full Time,Others,1,0,0,
16408,rejected,21,1,4,0,1,1,Second Lower,Others,Bachelor,Full Time,Others,32,1,3,
16411,invited,23,3,3,0,0,2,Second Upper,Finance,Master,Full Time,Singapore Management University,11,4,56,
16412,invited,22,2,3,0,2,1,Second Lower,Economics,Bachelor,Full Time,The University of Nottingham,33,2,2,
16415,invited,22,2,2,0,1,2,Second Upper,Management,Master,Full Time,Singapore Management University,9,0,0,
16417,rejected,25,1,3,1,1,1,Pass,Finance,Bachelor,Full Time,The University of Melbourne,25,3,11,
16420,rejected,24,1,3,0,0,1,Second Lower,Economics,Bachelor,Full Time,Singapore Management University,46,3,18,
16421,rejected,26,0,2,0,1,2,First,Business Administration,Master,Full Time,Others,12,2,39,
16425,rejected,24,1,2,0,1,2,Second Upper,Management,Master,Full Time,Others,35,2,27,
16430,rejected,32,1,2,0,1,1,Second Upper,Others,Bachelor,Full Time,National University of Singapore (NUS),47,4,94,
16431,invited,23,2,3,0,1,2,Second Upper,Business Information Systems,Master,Full Time,The University of Warwick,13,2,4,
16432,invited,24,1,2,1,1,1,Second Upper,Economics,Bachelor,Full Time,The University of Nottingham,34,2,7,
16441,rejected,27,1,2,1,0,2,First,Business Analysis,Master,Full Time,The University of Warwick,21,0,0,
16442,rejected,26,0,2,0,0,2,Second Upper,Management,Master,Full Time,Singapore Management University,10,3,22,
16443,rejected,26,0,2,0,1,1,Pass,Human Resources Management,Bachelor,Full Time,The University of Queensland,24,3,47,
16447,rejected,24,2,2,0,1,1,Second Lower,Finance,Bachelor,Full Time,The University of Sydney,25,1,3,
16451,invited,23,3,3,0,1,1,Second Upper,Accounting,Bachelor,Full Time,London School of Economics and Political Science (LSE),33,3,8,
16452,rejected,25,0,3,0,1,1,Pass,Business Administration,Bachelor,Full Time,Others,53,4,58,
16453,rejected,24,4,3,0,0,2,Third,Finance,Bachelor,Full Time,The University of New South Wales (UNSW Australia),29,2,3,
16455,rejected,24,0,3,0,0,2,Pass,Industrial Engineering,Associate Degree,Full Time,National University of Singapore (NUS),16,0,0,
16458,rejected,26,1,2,0,1,1,Third,Finance,Bachelor,Full Time,Others,59,1,16,
16459,invited,21,1,3,0,1,1,Second Upper,Others,Bachelor,Full Time,The Hong Kong University of Science and Technology,45,4,13,
16464,rejected,25,0,2,0,1,2,Second Upper,Others,Master,Full Time,Others,30,2,11,
16471,rejected,30,1,3,2,1,2,Second Upper,Others,Master,Full Time,National University of Singapore (NUS),17,1,9,
16478,invited,22,0,3,1,1,1,Second Upper,Accounting,Bachelor,Full Time,The University of Hong Kong,45,4,12,
16480,rejected,28,0,3,0,0,1,Second Lower,Others,Bachelor,Full Time,The Hong Kong Polytechnic University,27,0,0,
16486,pending,22,3,3,0,1,1,Second Upper,Mechanical Engineering,Bachelor,Full Time,The University of New South Wales (UNSW Australia),65,1,4,
16489,invited,22,0,2,0,1,1,Second Upper,Others,Bachelor,Full Time,Others,25,1,0,
16490,rejected,26,3,2,1,0,2,Second Upper,International Business,Master,Full Time,Monash University,17,3,12,
16492,invited,23,0,2,0,0,1,Second Upper,Business Operations Management,Bachelor,Full Time,Singapore Management University,45,1,3,
16494,invited,25,1,3,2,0,2,Pass,Finance,Master,Full Time,London School of Economics and Political Science (LSE),10,4,10,
16495,rejected,25,1,2,0,0,1,Second Lower,Finance,Bachelor,Full Time,National University of Singapore (NUS),53,3,12,
16498,rejected,24,3,3,0,1,1,Second Upper,Economics,Bachelor,Full Time,Royal Holloway University of London,33,3,55,
16500,invited,23,0,2,0,0,2,Second Upper,Management,Master,Full Time,National University of Singapore (NUS),12,0,0,
16503,invited,24,1,2,0,1,2,Second Upper,Civil Engineering,Master,Full Time,Nanyang Technological University  Singapore (NTU),12,4,12,
16505,invited,23,2,3,1,1,2,First,Economics,Bachelor,Full Time,National University of Singapore (NUS),45,3,11,
16512,Withdrawn,25,0,3,0,0,1,First,Economics,Bachelor,Full Time,London School of Economics and Political Science (LSE),37,0,0,
16515,invited,23,1,2,3,0,2,First,Finance,Master,Full Time,The University of Edinburgh,12,1,5,
16522,rejected,24,0,2,0,1,1,Pass,Economics,Bachelor,Full Time,National University of Singapore (NUS),41,1,0,
16525,rejected,27,1,3,0,0,2,First,Business Administration,Master,Full Time,Duke University,11,1,14,
16528,rejected,22,1,4,0,1,1,Second Lower,Marketing,Bachelor,Full Time,Monash University,37,5,27,
16531,rejected,24,2,4,2,1,2,First,Others,Diploma,Full Time,Others,16,6,43,
16533,rejected,24,0,2,0,0,1,Second Lower,Marketing,Master,Full Time,Others,18,1,10,
16534,invited,21,3,3,1,1,2,First,Accounting,Bachelor,Full Time,The University of Hong Kong,44,3,9,
16536,rejected,24,2,3,1,1,1,Pass,Biology,Bachelor,Full Time,National University of Singapore (NUS),35,1,8,
16540,rejected,28,3,2,1,1,2,First,Economics,Bachelor,Full Time,Pennsylvania State University,47,5,45,
16545,rejected,22,3,2,0,1,2,Second Lower,Finance,Bachelor,Full Time,University of Wollongong,35,1,38,
16546,invited,21,2,3,1,1,1,Second Upper,Business Analysis,Bachelor,Full Time,Others,40,2,8,
16548,invited,24,0,2,0,0,1,Second Lower,Business Analysis,Master,Full Time,Singapore Management University,18,0,0,
16550,rejected,26,1,2,0,1,1,Second Upper,Finance,Bachelor,Full Time,Others,29,2,34,
16552,rejected,21,2,2,1,2,1,Second Upper,International Business,Bachelor,Full Time,Others,45,1,2,
16554,rejected,23,2,3,0,1,3,Second Lower,Others,Bachelor,Full Time,Others,29,2,16,
16555,rejected,26,1,3,0,1,3,Second Upper,Others,Associate Degree,Full Time,Others,32,2,29,
16556,rejected,27,4,3,1,1,2,First,Political Science,Master,Full Time,UCL (University College London),18,3,37,
16558,rejected,22,2,3,1,1,1,Second Upper,Marketing,Bachelor,Full Time,The Chinese University of Hong Kong,46,3,9,
16560,rejected,22,1,3,1,1,1,Second Lower,Business Information Systems,Bachelor,Full Time,The Hong Kong Polytechnic University,44,5,11,
16562,invited,25,2,3,2,2,2,Second Upper,Management,Master,Full Time,Imperial College London,12,3,19,
16563,rejected,25,3,2,0,1,1,Second Upper,Business Operations Management,Bachelor,Full Time,University of Birmingham,25,1,8,
16565,invited,-1,1,3,0,1,2,Second Upper,Business Operations Management,Master,Full Time,National University of Singapore (NUS),12,1,5,
16566,invited,23,3,2,0,1,1,First,Marketing,Bachelor,Full Time,The University of Newcastle  Australia (UoN),25,0,0,
16567,rejected,25,1,3,0,1,1,Second Lower,Business Administration,Bachelor,Full Time,City University of Hong Kong,46,2,33,
16571,rejected,25,1,2,0,1,1,Third,Economics,Bachelor,Full Time,Others,37,1,37,
16572,rejected,27,3,2,0,1,1,Third,Economics,Bachelor,Full Time,National University of Singapore (NUS),41,1,29,
16574,rejected,26,0,3,0,1,1,Pass,Others,Bachelor,Full Time,RMIT University,26,1,12,
16578,rejected,28,2,2,1,2,2,First,Others,Master,Full Time,Singapore Management University,10,1,4,
16583,rejected,35,0,2,1,1,1,First,Business Administration,Bachelor,Full Time,Others,35,1,27,
16589,rejected,26,2,3,0,0,2,First,Others,Master,Full Time,Purdue University,23,3,26,
16597,invited,24,1,2,0,1,1,First,Accounting,Bachelor,Full Time,Others,28,3,10,
16599,rejected,27,1,2,1,1,1,Second Lower,Accounting,Bachelor,Full Time,National University of Singapore (NUS),45,2,29,
16600,rejected,24,1,2,0,1,1,Second Lower,Mechanical Engineering,Bachelor,Full Time,National University of Singapore (NUS),46,3,13,
16601,rejected,27,2,3,3,1,2,First,Political Science,Bachelor,Full Time,Others,47,1,5,
16603,rejected,26,2,2,1,0,1,Second Upper,Economics,Bachelor,Full Time,National University of Singapore (NUS),53,1,6,
16604,rejected,28,1,2,1,0,2,First,Others,PhD,Full Time,The University of Queensland,42,4,75,
16607,rejected,24,3,3,0,1,1,Second Upper,Economics,Bachelor,Full Time,Durham University,32,3,15,
