id,status,age,activities num,language num,scholarship,secondary_education num,tertiary_education num,honour,major_of_tertiary_education,qualification_of_tertiary_education,study_mode_of_tertiary_education,university_of_tertiary_education,study time,working_exp num,working_exp total duration_months,
17013,-1,24,0,3,0,1,1,1,10,2,0,61,25,2,28,
17018,-1,30,1,2,0,1,1,2,8,2,0,13,34,3,8,
17025,-1,27,2,2,1,1,2,2,0,3,0,119,11,3,6,
17027,-1,25,3,2,0,0,2,1,28,2,0,13,45,3,40,
17029,-1,31,2,2,2,0,2,1,8,3,0,13,9,0,0,
17030,-1,23,0,3,1,1,3,4,8,6,0,50,22,1,13,
17039,-1,23,1,3,0,0,1,4,3,2,0,27,58,2,13,
17046,-1,24,1,3,0,1,1,4,22,2,0,23,44,2,3,
17050,-1,22,0,3,0,1,1,4,24,2,0,27,48,3,20,
17056,-1,26,2,2,0,1,2,2,27,3,0,33,15,1,7,
17062,1,23,1,3,1,1,1,2,3,2,0,136,47,2,3,
17063,-1,23,2,2,0,1,1,3,22,2,0,13,47,1,3,
17066,-1,26,1,3,0,0,2,4,0,3,0,13,42,3,12,
17070,1,23,1,3,0,1,1,2,3,2,0,61,36,3,16,
