forecast_status,real_status,age,activities num,language num,scholarship,secondary_education num,tertiary_education num,honour,major_of_tertiary_education,qualification_of_tertiary_education,study_mode_of_tertiary_education,university_of_tertiary_education,study time,working_exp num,working_exp total duration_months,
1.0,1.0,0.662595966154,1.33679257514,1.64049230171,1.12206474993,0.194452522919,2.53526596515,0.0721886577949,-0.459136388431,1.44826931533,-0.113519574215,1.56926861773,-1.78932687471,0.604962205449,-0.246889852011,
1.0,-1.0,-0.0776645881973,0.702317627128,0.191578181972,1.12206474993,0.194452522919,-0.679089097807,2.05751941249,-0.0876918115722,-0.421314709915,-0.113519574215,1.05237677154,0.547782621578,1.22162306474,0.392472317938,
1.0,1.0,-8.59066096324,1.97126752314,1.64049230171,1.12206474993,0.194452522919,0.92808843367,0.0721886577949,-1.07821068319,-0.421314709915,-0.113519574215,0.338573745864,1.46846212012,1.22162306474,4.49504624177,
1.0,1.0,-0.817925142549,-0.566632268887,0.191578181972,-0.655155038372,-1.79525432189,-0.679089097807,0.0721886577949,-0.211506670525,-0.421314709915,-0.113519574215,0.338573745864,0.618604121466,-0.628359513131,-0.619851117814,
1.0,1.0,-0.447794865373,-0.566632268887,-1.25733593777,1.12206474993,0.194452522919,0.92808843367,-0.920476719551,-0.211506670525,-0.421314709915,-0.113519574215,-0.990576715749,-0.160432377296,-1.24502037242,-0.886252021959,
1.0,-1.0,0.662595966154,-1.2011072169,0.191578181972,-0.655155038372,-1.79525432189,4.14244349662,-0.920476719551,-0.459136388431,-0.421314709915,-0.113519574215,-0.990576715749,-0.0187893775212,0.604962205449,2.31055882778,
1.0,1.0,-0.447794865373,-1.2011072169,0.191578181972,-0.655155038372,-1.79525432189,-0.679089097807,0.0721886577949,1.27427163691,-0.421314709915,-0.113519574215,1.17544625873,-0.0187893775212,-1.24502037242,-0.939532202788,
1.0,1.0,-0.817925142549,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,2.01716079063,-0.421314709915,-0.113519574215,-0.645982151627,0.547782621578,-0.0116986538411,0.339192137109,
1.0,1.0,-0.447794865373,1.97126752314,0.191578181972,-0.655155038372,0.194452522919,0.92808843367,0.0721886577949,2.14097564958,-0.421314709915,-0.113519574215,0.338573745864,0.547782621578,0.604962205449,0.392472317938,
1.0,-1.0,-0.817925142549,0.0678426791201,0.191578181972,0.233454855778,0.194452522919,-0.679089097807,0.0721886577949,-1.07821068319,-0.421314709915,-0.113519574215,-0.990576715749,0.476961121691,1.22162306474,-0.193609671181,
1.0,1.0,0.662595966154,0.702317627128,0.191578181972,-0.655155038372,0.194452522919,0.92808843367,-0.920476719551,1.27427163691,-0.421314709915,-0.113519574215,-1.31055738243,-0.302075377071,-0.0116986538411,0.232631775451,
1.0,1.0,-0.447794865373,0.0678426791201,-1.25733593777,0.233454855778,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,-0.744437741376,0.547782621578,-0.628359513131,-0.83297184113,
1.0,-1.0,1.77298679768,-1.2011072169,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,-1.9131420969,-1.44965526005,-0.421314709915,-0.113519574215,-0.990576715749,-1.78932687471,-0.628359513131,-0.0337691286944,
1.0,-1.0,-0.0776645881973,0.0678426791201,-1.25733593777,2.01067464408,0.194452522919,0.92808843367,0.0721886577949,0.407567624239,1.44826931533,-0.113519574215,-0.990576715749,-1.15193337572,-1.24502037242,-0.83297184113,
1.0,1.0,0.292465688978,0.0678426791201,-1.25733593777,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.211506670525,-0.421314709915,-0.113519574215,1.05237677154,1.11435462068,-0.628359513131,-0.246889852011,
1.0,1.0,-0.817925142549,0.0678426791201,0.191578181972,-0.655155038372,-1.79525432189,-0.679089097807,0.0721886577949,-1.3258404011,-0.421314709915,-0.113519574215,0.338573745864,0.547782621578,-0.0116986538411,-0.460010575327,
1.0,1.0,-0.0776645881973,0.702317627128,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,-0.920476719551,1.27427163691,-0.421314709915,-0.113519574215,-0.645982151627,0.547782621578,-0.0116986538411,-0.246889852011,
1.0,-1.0,-0.817925142549,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,-0.990576715749,0.689425621353,0.604962205449,0.605593041254,
1.0,-1.0,-0.0776645881973,-1.2011072169,0.191578181972,-0.655155038372,0.194452522919,0.92808843367,-1.9131420969,-0.459136388431,1.44826931533,-0.113519574215,1.49542692542,-1.78932687471,-1.24502037242,-0.83297184113,
1.0,1.0,0.662595966154,0.0678426791201,-1.25733593777,1.12206474993,0.194452522919,0.92808843367,0.0721886577949,-0.211506670525,1.44826931533,-0.113519574215,1.96309097672,-1.93096987448,-0.0116986538411,0.126071413793,
1.0,1.0,-0.0776645881973,0.702317627128,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.0876918115722,-0.421314709915,-0.113519574215,-0.645982151627,0.618604121466,-0.628359513131,-0.673131298643,
1.0,1.0,-0.817925142549,0.702317627128,-1.25733593777,0.233454855778,0.194452522919,-0.679089097807,0.0721886577949,0.407567624239,-0.421314709915,-0.113519574215,0.338573745864,0.760247121241,-0.0116986538411,-0.886252021959,
1.0,-1.0,0.662595966154,0.702317627128,0.191578181972,-0.655155038372,-1.79525432189,0.92808843367,0.0721886577949,0.407567624239,-0.421314709915,-0.113519574215,2.03693266904,0.547782621578,1.22162306474,0.871993945399,
1.0,1.0,0.292465688978,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,1.27427163691,-0.421314709915,-0.113519574215,1.05237677154,0.547782621578,-0.628359513131,-0.193609671181,
1.0,1.0,-0.0776645881973,-0.566632268887,-1.25733593777,-0.655155038372,0.194452522919,-0.679089097807,-0.920476719551,-0.459136388431,1.44826931533,-0.113519574215,1.05237677154,-1.86014837459,-0.628359513131,0.392472317938,
1.0,1.0,0.292465688978,0.0678426791201,0.191578181972,0.233454855778,0.194452522919,-0.679089097807,-0.920476719551,-0.459136388431,-0.421314709915,-0.113519574215,-1.0890323055,0.760247121241,-0.628359513131,0.552312860425,
1.0,-1.0,0.292465688978,0.702317627128,1.64049230171,0.233454855778,0.194452522919,0.92808843367,0.0721886577949,-0.211506670525,1.44826931533,-0.113519574215,-0.990576715749,-1.15193337572,0.604962205449,4.70816696509,
1.0,1.0,-0.447794865373,-0.566632268887,-1.25733593777,-0.655155038372,0.194452522919,-0.679089097807,-0.920476719551,1.27427163691,-0.421314709915,-0.113519574215,-1.16287399781,1.32681912034,0.604962205449,-0.30017003284,
1.0,1.0,-0.447794865373,-0.566632268887,0.191578181972,0.233454855778,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,0.338573745864,1.32681912034,0.604962205449,-0.246889852011,
1.0,-1.0,2.14311707486,0.0678426791201,-1.25733593777,-0.655155038372,-1.79525432189,2.53526596515,0.0721886577949,0.159937906333,1.44826931533,-0.113519574215,1.96309097672,-1.93096987448,-1.24502037242,2.36383900861,
1.0,1.0,-0.447794865373,0.0678426791201,0.191578181972,0.233454855778,0.194452522919,-0.679089097807,0.0721886577949,-1.07821068319,-0.421314709915,-0.113519574215,-0.645982151627,1.46846212012,1.22162306474,0.179351594622,
1.0,-1.0,0.292465688978,0.702317627128,-1.25733593777,0.233454855778,0.194452522919,0.92808843367,-0.920476719551,-1.07821068319,-4.16048276041,-0.113519574215,-0.990576715749,-1.71850537482,-0.0116986538411,-0.0337691286944,
1.0,-1.0,-0.447794865373,2.60574247115,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,2.05751941249,0.0361230473806,-0.421314709915,-0.113519574215,0.338573745864,1.46846212012,1.22162306474,0.126071413793,
1.0,1.0,-0.447794865373,0.0678426791201,0.191578181972,1.12206474993,0.194452522919,-0.679089097807,-0.920476719551,-1.3258404011,-0.421314709915,-0.113519574215,-0.645982151627,0.547782621578,0.604962205449,-0.779691660301,
1.0,1.0,0.292465688978,-0.566632268887,-1.25733593777,0.233454855778,0.194452522919,0.92808843367,-0.920476719551,-1.3258404011,-4.16048276041,-0.113519574215,-0.990576715749,-0.160432377296,-0.628359513131,-0.619851117814,
1.0,-1.0,0.662595966154,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,-1.0890323055,0.547782621578,-1.24502037242,-0.726411479472,
1.0,1.0,0.292465688978,-0.566632268887,-1.25733593777,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,0.90282706005,-0.421314709915,-0.113519574215,-0.990576715749,-1.2935763755,-0.628359513131,-0.619851117814,
1.0,1.0,-0.817925142549,0.0678426791201,0.191578181972,-0.655155038372,2.18415936773,-0.679089097807,-0.920476719551,-0.459136388431,-0.421314709915,-0.113519574215,1.6184964126,-0.302075377071,1.22162306474,-0.406730394498,
1.0,1.0,-0.0776645881973,1.97126752314,0.191578181972,2.01067464408,0.194452522919,0.92808843367,-0.920476719551,-0.211506670525,1.44826931533,-0.113519574215,-1.31055738243,-1.78932687471,-0.0116986538411,-0.566570936985,
1.0,1.0,0.662595966154,0.0678426791201,-1.25733593777,1.12206474993,-1.79525432189,0.92808843367,0.0721886577949,-0.211506670525,1.44826931533,-0.113519574215,2.03693266904,-1.78932687471,0.604962205449,0.28591195628,
1.0,1.0,-0.0776645881973,0.0678426791201,-1.25733593777,0.233454855778,-1.79525432189,0.92808843367,0.0721886577949,-0.706766106336,-0.421314709915,-0.113519574215,-0.990576715749,-0.302075377071,0.604962205449,0.179351594622,
1.0,1.0,-0.0776645881973,-1.2011072169,0.191578181972,-0.655155038372,0.194452522919,0.92808843367,0.0721886577949,0.0361230473806,-0.421314709915,-0.113519574215,-0.0798625105697,-1.08111187583,1.83828392403,0.552312860425,
1.0,-1.0,-0.0776645881973,0.0678426791201,0.191578181972,-0.655155038372,0.194452522919,0.92808843367,-0.920476719551,-0.211506670525,1.44826931533,-0.113519574215,-0.399843177254,-1.78932687471,-0.0116986538411,-0.460010575327,
1.0,-1.0,1.40285652051,-0.566632268887,0.191578181972,-0.655155038372,-1.79525432189,-0.679089097807,-0.920476719551,-1.07821068319,1.44826931533,-0.113519574215,-0.990576715749,-1.71850537482,0.604962205449,1.13839484954,
1.0,-1.0,1.03272624333,-1.2011072169,-1.25733593777,0.233454855778,-1.79525432189,0.92808843367,0.0721886577949,-0.0876918115722,-0.421314709915,-0.113519574215,-0.990576715749,0.476961121691,-1.86168123171,-0.939532202788,
1.0,1.0,1.03272624333,0.702317627128,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,-1.0890323055,0.689425621353,0.604962205449,-0.140329490352,
1.0,-1.0,-0.447794865373,0.0678426791201,1.64049230171,0.233454855778,0.194452522919,-0.679089097807,1.06485403514,0.407567624239,-0.421314709915,-0.113519574215,2.03693266904,0.618604121466,-1.24502037242,-0.513290756156,
1.0,1.0,-0.447794865373,-0.566632268887,0.191578181972,-0.655155038372,2.18415936773,-0.679089097807,-0.920476719551,-0.459136388431,1.44826931533,-0.113519574215,1.17544625873,-0.231253877183,-0.0116986538411,-0.140329490352,
1.0,-1.0,-0.0776645881973,0.702317627128,3.08940642145,2.01067464408,0.194452522919,-0.679089097807,2.05751941249,-1.07821068319,-0.421314709915,-0.113519574215,1.05237677154,0.264496622029,0.604962205449,-0.30017003284,
1.0,1.0,-0.0776645881973,-0.566632268887,-1.25733593777,-0.655155038372,-1.79525432189,0.92808843367,0.0721886577949,-0.211506670525,1.44826931533,-0.113519574215,-0.990576715749,-1.78932687471,-0.628359513131,-0.566570936985,
1.0,1.0,-0.447794865373,-0.566632268887,1.64049230171,0.233454855778,0.194452522919,-0.679089097807,-0.920476719551,-0.0876918115722,1.44826931533,-0.113519574215,-0.818279433688,0.618604121466,-1.24502037242,-0.779691660301,
1.0,1.0,0.662595966154,-1.2011072169,0.191578181972,1.12206474993,-1.79525432189,0.92808843367,-0.920476719551,1.39808649586,1.44826931533,-0.113519574215,-0.498298767003,-1.86014837459,0.604962205449,0.179351594622,
1.0,1.0,0.292465688978,-0.566632268887,0.191578181972,0.233454855778,2.18415936773,-0.679089097807,0.0721886577949,0.655197342144,-0.421314709915,-0.113519574215,-0.990576715749,-0.160432377296,-0.0116986538411,0.605593041254,
1.0,-1.0,-0.817925142549,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,2.05751941249,0.0361230473806,-0.421314709915,-0.113519574215,-0.645982151627,0.547782621578,-0.628359513131,-0.779691660301,
1.0,-1.0,-0.447794865373,0.0678426791201,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-1.07821068319,-0.421314709915,-0.113519574215,-0.449070972129,0.689425621353,1.22162306474,0.126071413793,
1.0,-1.0,-0.817925142549,0.0678426791201,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,2.05751941249,1.27427163691,-0.421314709915,-0.113519574215,-0.645982151627,0.618604121466,0.604962205449,-0.406730394498,
1.0,-1.0,-0.817925142549,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.459136388431,-0.421314709915,-0.113519574215,0.289345950989,-0.302075377071,-1.24502037242,-0.779691660301,
1.0,-1.0,-0.0776645881973,0.0678426791201,1.64049230171,-0.655155038372,0.194452522919,-0.679089097807,2.05751941249,-0.459136388431,-0.421314709915,-0.113519574215,-0.645982151627,0.476961121691,-0.0116986538411,0.445752498767,
1.0,-1.0,-0.447794865373,-0.566632268887,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-1.07821068319,-0.421314709915,-0.113519574215,-0.449070972129,0.760247121241,-0.628359513131,-0.513290756156,
1.0,-1.0,0.292465688978,-0.566632268887,0.191578181972,-0.655155038372,2.18415936773,-0.679089097807,1.06485403514,-0.0876918115722,-0.421314709915,-0.113519574215,-0.695209946502,1.32681912034,-0.628359513131,1.88431738115,
1.0,1.0,-0.447794865373,0.702317627128,-1.25733593777,-0.655155038372,0.194452522919,0.92808843367,-0.920476719551,-0.211506670525,1.44826931533,-0.113519574215,0.338573745864,-1.78932687471,-0.628359513131,-0.406730394498,
1.0,1.0,-0.817925142549,-1.2011072169,0.191578181972,-0.655155038372,0.194452522919,-0.679089097807,0.0721886577949,-0.706766106336,-0.421314709915,-0.113519574215,0.338573745864,0.547782621578,-0.628359513131,-0.619851117814,
